0.000000	39.240000
0.100000	34.436340
0.200000	21.201462
0.300000	2.775728
0.400000	-16.329602
0.500000	-31.436875
0.600000	-38.847306
0.700000	-36.746560
0.800000	-25.648976
0.900000	-8.271627
1.000000	11.130904
1.100000	27.808202
1.200000	37.677082
1.300000	38.321298
1.400000	29.583124
1.500000	13.601970
1.600000	-5.709421
1.700000	-23.622947
1.800000	-35.752751
1.900000	-39.129035
2.000000	-32.925167
2.100000	-18.660069
2.200000	0.173664
2.300000	18.964879
2.400000	33.112829
2.500000	39.153604
2.600000	35.608212
2.700000	23.344687
2.800000	5.365568
2.900000	-13.927228
3.000000	-29.810154
3.100000	-38.394514
3.200000	-37.578558
3.300000	-27.562061
3.400000	-10.797409
3.500000	8.610824
3.600000	25.910828
3.700000	36.866957
3.800000	38.796769
3.900000	31.227779
4.000000	16.013140
4.100000	-3.122074
4.200000	-21.492896
4.300000	-34.601507
4.400000	-39.238463
4.500000	-34.268474
4.600000	-20.908368
4.700000	-2.429164
4.800000	16.644784
4.900000	31.643509
5.000000	38.894798
5.100000	36.623285
5.200000	25.385114
5.300000	7.931782
5.400000	-11.463527
5.500000	-28.052165
5.600000	-37.772654
5.700000	-38.245081
5.800000	-29.353777
5.900000	-13.275646
6.000000	6.052827
6.100000	23.899357
6.200000	35.894490
